h corr scc chr cell_type1 cell_type2
2 0.978774193835575 0.849885252979056 1 Mcyte NHEK
2 0.983395929238596 0.825252515831257 10 Mcyte NHEK
2 0.984924135084457 0.845917808585864 11 Mcyte NHEK
2 0.984756716283734 0.852100269535959 12 Mcyte NHEK
2 0.988532435753842 0.853010723605953 13 Mcyte NHEK
2 0.56072630282356 0.816324696118988 14 Mcyte NHEK
2 0.978761344078016 0.847076535831163 15 Mcyte NHEK
2 0.979184889796883 0.836389797926803 16 Mcyte NHEK
2 0.97807216615942 0.8571551647392 17 Mcyte NHEK
2 0.988202968456156 0.815243016775368 18 Mcyte NHEK
2 0.986340272948508 0.797784921164873 19 Mcyte NHEK
2 0.98612834444128 0.853960284312872 2 Mcyte NHEK
2 0.982629203561262 0.840401354401132 20 Mcyte NHEK
2 0.984789815720461 0.848313528849552 21 Mcyte NHEK
2 0.976807179576766 0.872156061638802 22 Mcyte NHEK
2 0.986689908730075 0.843957928843194 3 Mcyte NHEK
2 0.988165529458592 0.834975701364431 4 Mcyte NHEK
2 0.984054731024076 0.83842630005122 5 Mcyte NHEK
2 0.97992153587007 0.838708477423572 6 Mcyte NHEK
2 0.982786233722502 0.839770704584411 7 Mcyte NHEK
2 0.571347471385517 0.82704966957018 8 Mcyte NHEK
2 0.971741456979181 0.778962997799455 9 Mcyte NHEK
2 0.983882360696346 0.745510731803322 X Mcyte NHEK
