h corr scc chr cell_type1 cell_type2
2 0.977275183432637 0.586136519195887 9 Mcyte K562
2 0.988343776754827 0.604606052153286 X Mcyte K562
2 0.991300279895387 0.646659485937979 13 Mcyte K562
2 0.993026471178449 0.684962185341734 20 Mcyte K562
2 0.992692699985294 0.693428398730783 18 Mcyte K562
2 0.992376205551118 0.71967189470718 4 Mcyte K562
2 0.636475196675253 0.732788731377654 8 Mcyte K562
2 0.990081021768852 0.737108229649968 5 Mcyte K562
2 0.991654531721047 0.747104663033316 21 Mcyte K562
2 0.992652933755684 0.749048697469697 3 Mcyte K562
2 0.990315010027852 0.753914405681693 22 Mcyte K562
2 0.992298959946267 0.763580842875105 2 Mcyte K562
2 0.988029829874049 0.76916701121376 15 Mcyte K562
2 0.992970345123669 0.770910939573372 12 Mcyte K562
2 0.448793408293715 0.774579761417633 11 Mcyte K562
2 0.990725122690466 0.778224139577616 1 Mcyte K562
2 0.987547382528132 0.78749651601311 6 Mcyte K562
2 0.653256847816544 0.788340208963512 14 Mcyte K562
2 0.990636052496258 0.797166489415486 7 Mcyte K562
2 0.990302729131855 0.806301214752322 16 Mcyte K562
2 0.988153143741295 0.806383640205373 10 Mcyte K562
2 0.991053063702492 0.817928223400237 17 Mcyte K562
2 0.688313223526111 0.8321116990803 19 Mcyte K562
